id,time,latitude,longitude,speed
85,1991111112,111N,896E,20
85,1991111118,112N,889E,20
85,1991111200,113N,881E,25
85,1991111206,114N,873E,25
85,1991111212,115N,865E,25
85,1991111218,115N,857E,25
85,1991111300,115N,849E,25
85,1991111306,114N,840E,25
85,1991111312,113N,831E,30
85,1991111318,112N,824E,30
85,1991111400,111N,818E,35
85,1991111406,111N,814E,35
85,1991111412,110N,809E,35
85,1991111418,110N,803E,40
85,1991111500,111N,796E,40
85,1991111506,114N,789E,35
85,1991111512,117N,782E,25
85,1991111518,120N,777E,20
85,1991111600,123N,771E,20
85,1991111606,126N,765E,15
85,1991111612,130N,759E,15
86,1992051500,96N,903E,20
86,1992051506,100N,897E,20
86,1992051512,105N,892E,20
86,1992051518,109N,887E,20
86,1992051600,113N,883E,25
86,1992051606,117N,879E,25
86,1992051612,123N,876E,30
86,1992051618,129N,876E,30
86,1992051700,135N,878E,35
86,1992051706,140N,881E,40
86,1992051712,145N,886E,45
86,1992051718,150N,891E,45
86,1992051800,153N,897E,50
86,1992051806,158N,904E,55
86,1992051812,163N,911E,55
86,1992051818,171N,921E,60
86,1992051900,180N,932E,65
86,1992051906,193N,947E,60
86,1992051912,206N,963E,45
86,1992051918,222N,980E,35
86,1992052000,239N,997E,25
87,1992060306,99N,703E,20
87,1992060312,100N,704E,25
87,1992060318,103N,704E,25
87,1992060400,105N,703E,25
87,1992060406,105N,699E,25
87,1992060412,104N,692E,25
87,1992060418,102N,683E,30
87,1992060500,101N,674E,30
87,1992060506,101N,665E,30
87,1992060512,101N,656E,30
87,1992060518,102N,647E,30
87,1992060600,103N,639E,35
87,1992060606,104N,632E,35
87,1992060612,105N,628E,35
87,1992060618,106N,626E,35
87,1992060700,108N,625E,35
87,1992060706,109N,625E,35
87,1992060712,110N,626E,35
87,1992060718,111N,628E,35
87,1992060800,112N,630E,35
87,1992060806,113N,632E,35
87,1992060812,115N,632E,35
87,1992060818,116N,630E,35
87,1992060900,117N,628E,35
87,1992060906,118N,624E,35
87,1992060912,119N,620E,35
87,1992060918,120N,616E,35
87,1992061000,122N,612E,35
87,1992061006,124N,607E,35
87,1992061012,127N,602E,35
87,1992061018,130N,594E,35
87,1992061100,135N,586E,35
87,1992061106,139N,578E,30
87,1992061112,141N,569E,30
87,1992061118,142N,560E,30
87,1992061200,142N,551E,25
87,1992061206,140N,542E,25
88,1992061412,122N,881E,25
88,1992061418,129N,881E,25
88,1992061500,136N,884E,25
88,1992061506,143N,887E,25
88,1992061512,149N,890E,25
88,1992061518,156N,891E,25
88,1992061600,163N,891E,25
88,1992061606,170N,890E,25
88,1992061612,177N,888E,25
88,1992061618,184N,886E,30
88,1992061700,190N,883E,30
88,1992061706,195N,880E,30
88,1992061712,200N,875E,35
88,1992061718,204N,870E,45
88,1992061800,206N,862E,35
88,1992061806,209N,847E,25
88,1992061812,214N,828E,25
89,1992072418,181N,897E,20
89,1992072500,181N,891E,20
89,1992072506,181N,885E,25
89,1992072512,182N,879E,25
89,1992072518,187N,880E,25
89,1992072600,192N,879E,25
89,1992072606,196N,876E,30
89,1992072612,200N,871E,35
89,1992072618,203N,864E,40
89,1992072700,205N,854E,35
89,1992072706,208N,844E,30
89,1992072712,212N,834E,25
89,1992072718,219N,826E,20
89,1992072800,228N,819E,20
90,1992092100,181N,989E,20
90,1992092106,181N,972E,20
90,1992092112,182N,955E,20
90,1992092118,184N,942E,25
90,1992092200,186N,930E,30
90,1992092206,193N,920E,30
90,1992092212,200N,915E,30
90,1992092218,207N,911E,30
90,1992092300,211N,905E,30
90,1992092306,212N,902E,30
90,1992092312,213N,900E,30
90,1992092318,215N,897E,30
90,1992092400,216N,894E,25
90,1992092406,217N,890E,25
90,1992092412,217N,886E,25
90,1992092418,217N,881E,25
90,1992092500,217N,877E,25
91,1992092900,120N,773E,10
91,1992092906,120N,759E,10
91,1992092912,122N,745E,15
91,1992092918,128N,732E,15
91,1992093000,137N,721E,20
91,1992093006,147N,711E,20
91,1992093012,157N,700E,25
91,1992093018,166N,688E,25
91,1992100100,172N,676E,30
91,1992100106,175N,663E,35
91,1992100112,177N,649E,40
91,1992100118,177N,636E,45
91,1992100200,177N,624E,50
91,1992100206,179N,613E,55
91,1992100212,185N,603E,55
91,1992100218,192N,594E,50
91,1992100300,198N,584E,45
91,1992100306,202N,573E,45
91,1992100312,206N,562E,45
91,1992100318,207N,552E,35
91,1992100400,209N,542E,25
91,1992100406,210N,532E,25
91,1992100412,212N,523E,25
92,1992100412,100N,968E,15
92,1992100418,102N,955E,15
92,1992100500,103N,942E,15
92,1992100506,104N,930E,20
92,1992100512,104N,918E,20
92,1992100518,104N,906E,20
92,1992100600,103N,895E,20
92,1992100606,106N,885E,25
92,1992100612,114N,878E,25
92,1992100618,122N,873E,25
92,1992100700,128N,869E,30
92,1992100706,132N,865E,30
92,1992100712,136N,860E,30
92,1992100718,138N,852E,35
92,1992100800,140N,844E,40
92,1992100806,143N,837E,45
92,1992100812,149N,829E,45
92,1992100818,155N,821E,45
92,1992100900,162N,813E,40
92,1992100906,172N,804E,30
92,1992100912,184N,792E,25
93,1992101318,101N,891E,15
93,1992101400,101N,881E,15
93,1992101406,101N,871E,15
93,1992101412,101N,861E,15
93,1992101418,103N,853E,15
93,1992101500,108N,850E,15
93,1992101506,114N,849E,15
93,1992101512,118N,848E,15
93,1992101518,121N,845E,15
93,1992101600,122N,842E,15
93,1992101606,124N,838E,15
93,1992101612,125N,834E,15
93,1992101618,126N,830E,15
93,1992101700,130N,829E,15
93,1992101706,134N,830E,15
93,1992101712,137N,832E,15
93,1992101718,140N,835E,15
93,1992101800,142N,838E,15
93,1992101806,145N,841E,15
93,1992101812,148N,844E,15
93,1992101818,152N,847E,20
93,1992101900,156N,851E,20
93,1992101906,162N,857E,20
93,1992101912,169N,862E,20
93,1992101918,175N,868E,20
93,1992102000,180N,874E,20
93,1992102006,183N,882E,25
93,1992102012,184N,890E,25
93,1992102018,187N,898E,25
93,1992102100,193N,904E,25
93,1992102106,200N,910E,30
93,1992102112,209N,921E,30
93,1992102118,217N,933E,30
93,1992102200,220N,949E,25
94,1992103112,121N,928E,20
94,1992103118,123N,923E,20
94,1992110100,127N,920E,20
94,1992110106,131N,918E,20
94,1992110112,135N,917E,20
94,1992110118,138N,916E,20
94,1992110200,141N,915E,20
94,1992110206,143N,913E,20
94,1992110212,145N,910E,25
94,1992110218,147N,906E,25
94,1992110300,149N,902E,30
94,1992110306,150N,899E,30
94,1992110312,151N,895E,35
94,1992110318,152N,889E,35
94,1992110400,154N,883E,35
94,1992110406,157N,877E,35
94,1992110412,160N,870E,35
94,1992110418,162N,866E,40
94,1992110500,163N,864E,45
94,1992110506,164N,862E,50
94,1992110512,165N,860E,55
94,1992110518,165N,858E,55
94,1992110600,164N,856E,55
94,1992110606,163N,853E,55
94,1992110612,162N,849E,50
94,1992110618,161N,845E,45
94,1992110700,156N,840E,40
94,1992110706,148N,833E,35
94,1992110712,139N,827E,30
94,1992110718,132N,821E,25
94,1992110800,128N,817E,25
95,1992110600,59N,1071E,10
95,1992110606,63N,1066E,10
95,1992110612,66N,1061E,15
95,1992110618,70N,1056E,15
95,1992110700,75N,1052E,15
95,1992110706,78N,1048E,15
95,1992110712,79N,1043E,20
95,1992110718,80N,1036E,20
95,1992110800,80N,1028E,20
95,1992110806,80N,1018E,20
95,1992110812,79N,1006E,15
95,1992110818,78N,992E,10
95,1992110900,77N,975E,10
95,1992110906,76N,958E,15
95,1992110912,75N,941E,15
95,1992110918,74N,925E,15
95,1992111000,73N,912E,20
95,1992111006,73N,900E,20
95,1992111012,73N,888E,25
95,1992111018,72N,877E,25
95,1992111100,71N,866E,30
95,1992111106,70N,855E,35
95,1992111112,69N,844E,45
95,1992111118,67N,833E,50
95,1992111200,65N,823E,55
95,1992111206,63N,813E,55
95,1992111212,64N,803E,40
95,1992111218,65N,793E,45
95,1992111300,71N,786E,60
95,1992111306,78N,781E,70
95,1992111312,86N,777E,55
95,1992111318,93N,771E,40
95,1992111400,99N,765E,40
95,1992111406,102N,762E,35
95,1992111412,105N,758E,30
95,1992111418,107N,753E,35
95,1992111500,111N,748E,45
95,1992111506,116N,745E,55
95,1992111512,121N,743E,55
95,1992111518,125N,742E,50
95,1992111600,129N,741E,45
95,1992111606,134N,741E,40
95,1992111612,139N,741E,35
95,1992111618,144N,741E,35
95,1992111700,149N,742E,35
95,1992111706,152N,746E,35
95,1992111712,155N,750E,30
95,1992111718,159N,753E,25
96,1992112912,28N,765E,15
96,1992112918,29N,771E,20
96,1992113000,31N,777E,25
96,1992113006,33N,783E,30
96,1992113012,36N,787E,30
96,1992113018,40N,788E,35
96,1992120100,45N,786E,35
96,1992120106,49N,781E,40
96,1992120112,51N,775E,40
96,1992120118,52N,770E,45
96,1992120200,53N,768E,50
96,1992120206,54N,766E,45
96,1992120212,55N,763E,45
96,1992120218,56N,759E,40
96,1992120300,57N,755E,35
96,1992120306,59N,750E,30
96,1992120312,61N,744E,30
96,1992120318,64N,737E,25
96,1992120400,68N,730E,20
97,1992121812,26N,745E,25
97,1992121818,27N,737E,25
97,1992121900,29N,729E,25
97,1992121906,33N,722E,25
97,1992121912,36N,715E,25
97,1992121918,40N,709E,25
97,1992122000,44N,704E,30
97,1992122006,47N,699E,30
97,1992122012,50N,694E,30
97,1992122018,55N,686E,35
97,1992122100,58N,676E,40
97,1992122106,60N,664E,40
97,1992122112,62N,650E,40
97,1992122118,63N,636E,40
97,1992122200,62N,621E,40
97,1992122206,60N,605E,40
97,1992122212,61N,589E,40
97,1992122218,64N,574E,45
97,1992122300,69N,560E,45
97,1992122306,73N,546E,45
97,1992122312,76N,533E,50
97,1992122318,80N,520E,50
97,1992122400,82N,512E,50
97,1992122406,86N,503E,45
97,1992122412,90N,496E,25
97,1992122418,94N,490E,15
98,1993110500,56N,724E,20
98,1993110506,58N,727E,20
98,1993110512,59N,731E,25
98,1993110518,61N,735E,25
98,1993110600,62N,740E,25
98,1993110606,63N,745E,25
98,1993110612,64N,750E,30
98,1993110618,65N,755E,30
98,1993110700,66N,760E,30
98,1993110706,68N,765E,30
98,1993110712,70N,770E,30
98,1993110718,73N,774E,25
98,1993110800,77N,775E,25
98,1993110806,81N,776E,25
98,1993110812,85N,775E,20
98,1993110818,88N,772E,20
98,1993110900,92N,769E,20
98,1993110906,96N,765E,20
98,1993110912,100N,758E,20
98,1993110918,104N,750E,20
98,1993111000,106N,741E,20
98,1993111006,108N,731E,20
98,1993111012,110N,721E,20
98,1993111018,112N,712E,20
98,1993111100,115N,703E,25
98,1993111106,118N,694E,25
98,1993111112,121N,685E,25
98,1993111118,125N,677E,25
98,1993111200,131N,670E,30
98,1993111206,138N,663E,30
98,1993111212,145N,656E,35
98,1993111218,153N,649E,40
98,1993111300,160N,643E,45
98,1993111306,168N,637E,55
98,1993111312,176N,633E,60
98,1993111318,184N,631E,65
98,1993111400,193N,632E,70
98,1993111406,201N,636E,75
98,1993111412,209N,642E,80
98,1993111418,216N,648E,75
98,1993111500,222N,654E,65
98,1993111506,226N,661E,55
98,1993111512,227N,668E,45
98,1993111518,226N,675E,35
98,1993111600,223N,679E,25
99,1993112700,74N,1077E,20
99,1993112706,75N,1066E,20
99,1993112712,75N,1055E,20
99,1993112718,76N,1045E,20
99,1993112800,77N,1034E,20
99,1993112806,77N,1023E,20
99,1993112812,78N,1013E,20
99,1993112818,78N,1002E,20
99,1993112900,79N,991E,20
99,1993112906,79N,981E,20
99,1993112912,79N,970E,20
99,1993112918,79N,958E,20
99,1993113000,76N,945E,25
99,1993113006,75N,929E,25
99,1993113012,76N,918E,25
99,1993113018,78N,909E,30
99,1993120100,80N,899E,30
99,1993120106,82N,891E,30
99,1993120112,83N,882E,30
99,1993120118,85N,874E,35
99,1993120200,87N,866E,35
99,1993120206,88N,858E,40
99,1993120212,89N,851E,45
99,1993120218,90N,843E,50
99,1993120300,91N,834E,55
99,1993120306,93N,826E,60
99,1993120312,96N,818E,65
99,1993120318,99N,811E,75
99,1993120400,105N,804E,70
99,1993120406,112N,796E,65
99,1993120412,118N,785E,55
99,1993120418,124N,774E,40
99,1993120500,130N,763E,30
99,1993120506,136N,752E,25
99,1993120512,140N,741E,25
99,1993120518,142N,730E,25
100,1994031818,63N,961E,15
100,1994031900,63N,955E,15
100,1994031906,64N,948E,15
100,1994031912,67N,942E,15
100,1994031918,70N,936E,15
100,1994032000,74N,931E,20
100,1994032006,79N,927E,20
100,1994032012,83N,923E,20
100,1994032018,88N,920E,20
100,1994032100,93N,917E,25
100,1994032106,98N,914E,25
100,1994032112,103N,911E,25
100,1994032118,108N,909E,25
100,1994032200,113N,907E,25
100,1994032206,118N,905E,30
100,1994032212,122N,904E,30
100,1994032218,126N,903E,35
100,1994032300,130N,904E,35
100,1994032306,133N,903E,40
100,1994032312,133N,901E,40
100,1994032318,131N,898E,35
100,1994032400,126N,896E,35
100,1994032406,122N,895E,30
100,1994032412,117N,893E,30
100,1994032418,113N,892E,30
100,1994032500,107N,889E,25
100,1994032506,100N,884E,25
100,1994032512,92N,875E,20
101,1994042618,74N,955E,15
101,1994042700,76N,950E,15
101,1994042706,78N,945E,15
101,1994042712,80N,940E,20
101,1994042718,82N,935E,20
101,1994042800,84N,930E,20
101,1994042806,86N,925E,25
101,1994042812,88N,920E,25
101,1994042818,91N,915E,30
101,1994042900,94N,911E,30
101,1994042906,97N,907E,35
101,1994042912,102N,906E,35
101,1994042918,107N,905E,40
101,1994043000,113N,904E,45
101,1994043006,119N,903E,50
101,1994043012,126N,902E,55
101,1994043018,134N,902E,65
101,1994050100,144N,903E,75
101,1994050106,154N,905E,85
101,1994050112,165N,907E,95
101,1994050118,176N,910E,105
101,1994050200,187N,913E,115
101,1994050206,197N,917E,125
101,1994050212,207N,921E,110
101,1994050218,217N,926E,80
101,1994050300,224N,935E,50
101,1994050306,230N,945E,30
101,1994050312,235N,956E,20
102,1994060512,177N,744E,20
102,1994060518,177N,732E,20
102,1994060600,179N,721E,25
102,1994060606,182N,706E,25
102,1994060612,185N,689E,30
102,1994060618,187N,677E,30
102,1994060700,188N,663E,35
102,1994060706,188N,650E,40
102,1994060712,188N,639E,40
102,1994060718,189N,629E,45
102,1994060800,191N,622E,45
102,1994060806,193N,616E,40
102,1994060812,196N,609E,40
102,1994060818,198N,602E,35
102,1994060900,200N,595E,30
102,1994060906,202N,589E,30
102,1994060912,204N,582E,25
102,1994060918,206N,575E,25
103,1994102812,110N,855E,15
103,1994102818,112N,852E,20
103,1994102900,114N,849E,20
103,1994102906,115N,845E,25
103,1994102912,116N,840E,25
103,1994102918,117N,834E,25
103,1994103000,118N,828E,30
103,1994103006,119N,821E,30
103,1994103012,121N,814E,35
103,1994103018,124N,807E,40
103,1994103100,128N,801E,45
103,1994103106,133N,796E,30
103,1994103112,139N,792E,20
103,1994103118,146N,790E,15
104,1994111300,75N,695E,15
104,1994111306,80N,692E,15
104,1994111312,85N,689E,15
104,1994111318,89N,685E,15
104,1994111400,93N,681E,15
104,1994111406,96N,676E,20
104,1994111412,99N,671E,20
104,1994111418,101N,666E,20
104,1994111500,102N,662E,25
104,1994111506,101N,658E,25
104,1994111512,99N,654E,30
104,1994111518,97N,650E,30
104,1994111600,95N,646E,30
104,1994111606,92N,642E,35
104,1994111612,90N,637E,35
104,1994111618,89N,631E,35
104,1994111700,88N,625E,35
104,1994111706,87N,618E,40
104,1994111712,86N,610E,40
104,1994111718,85N,602E,40
104,1994111800,84N,593E,45
104,1994111806,83N,582E,45
104,1994111812,82N,570E,50
104,1994111818,81N,557E,50
104,1994111900,80N,543E,55
104,1994111906,79N,528E,55
104,1994111912,78N,512E,50
104,1994111918,77N,497E,45
104,1994112000,76N,482E,30
104,1994112006,75N,467E,15
105,1995091200,142N,1037E,15
105,1995091206,149N,1022E,15
105,1995091212,156N,1007E,15
105,1995091218,159N,990E,15
105,1995091300,160N,973E,15
105,1995091306,162N,958E,20
105,1995091312,165N,942E,20
105,1995091318,174N,932E,20
105,1995091400,182N,927E,20
105,1995091406,187N,922E,25
105,1995091412,191N,918E,25
105,1995091418,193N,914E,30
105,1995091500,195N,910E,30
105,1995091506,196N,905E,30
105,1995091512,197N,901E,30
105,1995091518,197N,896E,25
105,1995091600,198N,891E,25
105,1995091606,203N,885E,30
105,1995091612,211N,881E,35
105,1995091618,216N,874E,45
105,1995091700,221N,867E,40
105,1995091706,227N,859E,35
105,1995091712,232N,852E,30
105,1995091718,237N,844E,25
105,1995091800,242N,835E,25
105,1995091806,249N,827E,20
105,1995091812,255N,822E,15
105,1995091818,260N,816E,15
105,1995091900,264N,811E,15
105,1995091906,268N,804E,15
105,1995091912,272N,797E,15
105,1995091918,275N,789E,15
105,1995092000,278N,780E,15
106,1995101100,169N,735E,20
106,1995101106,167N,727E,20
106,1995101112,166N,721E,20
106,1995101118,166N,715E,25
106,1995101200,166N,710E,25
106,1995101206,166N,705E,25
106,1995101212,166N,700E,30
106,1995101218,167N,696E,40
106,1995101300,169N,690E,45
106,1995101306,170N,686E,45
106,1995101312,171N,683E,50
106,1995101318,173N,679E,50
106,1995101400,175N,676E,45
106,1995101406,176N,674E,45
106,1995101412,178N,671E,45
106,1995101418,179N,669E,40
106,1995101500,181N,666E,40
106,1995101506,183N,662E,40
106,1995101512,185N,659E,40
106,1995101518,188N,655E,40
106,1995101600,191N,652E,35
106,1995101606,194N,649E,35
106,1995101612,198N,645E,35
106,1995101618,200N,640E,35
106,1995101700,199N,633E,30
106,1995101706,196N,626E,30
106,1995101712,191N,617E,30
106,1995101718,184N,608E,30
106,1995101800,176N,598E,25
106,1995101806,174N,588E,25
106,1995101812,175N,578E,20
107,1995110512,86N,964E,15
107,1995110518,91N,953E,15
107,1995110600,96N,943E,20
107,1995110606,99N,936E,20
107,1995110612,102N,929E,20
107,1995110618,106N,922E,25
107,1995110700,113N,914E,30
107,1995110706,120N,904E,35
107,1995110712,126N,892E,35
107,1995110718,130N,879E,45
107,1995110800,138N,869E,50
107,1995110806,147N,860E,55
107,1995110812,156N,851E,60
107,1995110818,165N,842E,70
107,1995110900,176N,835E,70
107,1995110906,192N,834E,55
107,1995110912,213N,834E,40
107,1995110918,233N,837E,30
107,1995111000,247N,848E,25
107,1995111006,254N,859E,25
107,1995111012,260N,868E,15
107,1995111018,265N,876E,15
108,1995111818,54N,972E,20
108,1995111900,55N,966E,20
108,1995111906,56N,960E,20
108,1995111912,58N,954E,20
108,1995111918,60N,947E,20
108,1995112000,61N,940E,20
108,1995112006,62N,933E,20
108,1995112012,64N,926E,20
108,1995112018,65N,920E,20
108,1995112100,66N,915E,20
108,1995112106,68N,909E,25
108,1995112112,69N,902E,25
108,1995112118,70N,893E,25
108,1995112200,72N,885E,25
108,1995112206,75N,879E,30
108,1995112212,82N,876E,35
108,1995112218,89N,870E,45
108,1995112300,94N,863E,55
108,1995112306,99N,857E,60
108,1995112312,108N,850E,65
108,1995112318,121N,849E,75
108,1995112400,136N,851E,95
108,1995112406,151N,857E,105
108,1995112412,166N,863E,105
108,1995112418,181N,876E,105
108,1995112500,195N,893E,90
108,1995112506,209N,913E,85
108,1995112512,224N,935E,45
108,1995112518,236N,955E,30
109,1996050106,75N,915E,20
109,1996050112,79N,914E,25
109,1996050118,84N,913E,25
109,1996050200,89N,912E,25
109,1996050206,94N,912E,25
109,1996050212,99N,911E,25
109,1996050218,105N,911E,25
109,1996050300,110N,910E,25
109,1996050306,115N,909E,25
109,1996050312,121N,908E,25
109,1996050318,125N,906E,25
109,1996050400,129N,903E,25
109,1996050406,133N,900E,25
109,1996050412,136N,896E,25
109,1996050418,139N,893E,25
109,1996050500,142N,890E,25
109,1996050506,146N,887E,25
109,1996050512,149N,885E,25
109,1996050518,154N,883E,25
109,1996050600,159N,882E,25
109,1996050606,166N,882E,25
109,1996050612,173N,883E,25
109,1996050618,178N,885E,30
109,1996050700,183N,889E,30
109,1996050706,188N,893E,30
109,1996050712,195N,899E,35
109,1996050718,204N,909E,40
109,1996050800,213N,921E,40
109,1996050806,222N,934E,35
109,1996050812,230N,948E,30
109,1996050818,237N,962E,25
110,1996060900,166N,627E,15
110,1996060906,169N,624E,15
110,1996060912,171N,620E,15
110,1996060918,173N,616E,20
110,1996061000,175N,611E,25
110,1996061006,177N,606E,25
110,1996061012,179N,600E,30
110,1996061018,182N,593E,35
110,1996061100,186N,587E,40
110,1996061106,192N,580E,40
110,1996061112,201N,576E,35
110,1996061118,207N,572E,35
110,1996061200,210N,565E,30
110,1996061206,210N,559E,20
110,1996061212,210N,554E,15
111,1996102118,91N,932E,20
111,1996102200,95N,931E,25
111,1996102206,99N,930E,25
111,1996102212,102N,929E,25
111,1996102218,105N,928E,25
111,1996102300,107N,926E,25
111,1996102306,109N,922E,25
111,1996102312,109N,917E,25
111,1996102318,110N,909E,25
111,1996102400,112N,900E,25
111,1996102406,114N,893E,25
111,1996102412,116N,887E,25
111,1996102418,118N,882E,25
111,1996102500,120N,878E,25
111,1996102506,122N,874E,30
111,1996102512,124N,870E,30
111,1996102518,126N,866E,35
111,1996102600,129N,862E,35
111,1996102606,132N,857E,40
111,1996102612,136N,854E,45
111,1996102618,142N,853E,45
111,1996102700,147N,853E,45
111,1996102706,155N,854E,45
111,1996102712,162N,857E,45
111,1996102718,170N,862E,45
111,1996102800,180N,868E,45
111,1996102806,191N,875E,45
111,1996102812,204N,882E,45
111,1996102818,219N,889E,40
111,1996102900,237N,896E,30
111,1996102906,256N,902E,25
112,1996101400,91N,917E,15
112,1996101406,95N,905E,15
112,1996101412,100N,892E,15
112,1996101418,106N,879E,15
112,1996101500,113N,866E,15
112,1996101506,119N,854E,15
112,1996101512,124N,844E,15
112,1996101518,129N,837E,15
112,1996101600,133N,832E,15
112,1996101606,134N,827E,20
112,1996101612,134N,823E,20
112,1996101618,133N,820E,20
112,1996101700,131N,817E,20
112,1996101706,129N,813E,20
112,1996101712,128N,808E,20
112,1996101718,129N,804E,20
112,1996101800,130N,801E,15
112,1996101806,130N,798E,15
112,1996101812,130N,795E,15
112,1996101818,130N,788E,15
112,1996101900,130N,781E,15
112,1996101906,130N,775E,15
112,1996101912,130N,769E,15
112,1996101918,130N,763E,15
112,1996102000,131N,754E,15
112,1996102006,132N,744E,15
112,1996102012,132N,732E,20
112,1996102018,132N,721E,20
112,1996102100,133N,713E,20
112,1996102106,135N,707E,25
112,1996102112,137N,703E,25
112,1996102118,138N,700E,25
112,1996102200,139N,698E,30
112,1996102206,140N,697E,35
112,1996102212,142N,696E,40
112,1996102218,143N,697E,45
112,1996102300,145N,699E,50
112,1996102306,150N,701E,55
112,1996102312,158N,702E,60
112,1996102318,168N,702E,65
112,1996102400,176N,700E,60
112,1996102406,183N,699E,55
112,1996102412,190N,699E,55
112,1996102418,195N,700E,55
112,1996102500,198N,701E,50
112,1996102506,200N,701E,45
112,1996102512,201N,699E,40
112,1996102518,200N,697E,35
112,1996102600,198N,697E,30
112,1996102606,196N,697E,25
112,1996102612,194N,697E,25
112,1996102618,190N,696E,30
112,1996102700,184N,693E,35
112,1996102706,178N,690E,40
112,1996102712,170N,686E,45
112,1996102718,162N,681E,40
112,1996102800,155N,675E,35
112,1996102806,150N,670E,35
112,1996102812,148N,666E,35
112,1996102818,145N,660E,35
112,1996102900,143N,651E,35
112,1996102906,141N,641E,35
112,1996102912,139N,628E,35
112,1996102918,137N,616E,35
112,1996103000,137N,606E,35
112,1996103006,137N,594E,35
112,1996103012,137N,583E,35
112,1996103018,136N,576E,35
112,1996103100,135N,567E,30
112,1996103106,133N,561E,30
112,1996103112,130N,554E,30
112,1996103118,123N,548E,25
112,1996110100,118N,543E,25
112,1996110106,109N,538E,25
112,1996110112,101N,533E,25
112,1996110118,93N,528E,25
112,1996110200,85N,524E,20
112,1996110206,77N,519E,20
113,1996061500,156N,720E,15
113,1996061506,159N,720E,15
113,1996061512,162N,719E,15
113,1996061518,165N,718E,15
113,1996061600,168N,717E,25
113,1996061606,172N,714E,20
113,1996061612,174N,710E,20
113,1996061618,175N,705E,25
113,1996061700,175N,696E,25
113,1996061706,176N,691E,25
113,1996061712,181N,691E,30
113,1996061718,184N,695E,35
113,1996061800,188N,699E,40
113,1996061806,192N,703E,45
113,1996061812,197N,706E,55
113,1996061818,203N,708E,65
113,1996061900,210N,709E,60
113,1996061906,220N,711E,55
113,1996061912,230N,714E,45
113,1996061918,238N,717E,35
113,1996062000,245N,720E,30
113,1996062006,251N,722E,30
113,1996062012,256N,724E,25
113,1996062018,260N,726E,25
113,1996062100,263N,729E,25
113,1996062106,266N,732E,25
113,1996062112,269N,735E,25
113,1996062118,271N,738E,25
113,1996062200,273N,741E,25
113,1996062206,275N,744E,25
113,1996062212,277N,748E,25
113,1996062218,279N,751E,25
113,1996062300,281N,754E,20
113,1996062306,283N,758E,20
113,1996062312,285N,761E,20
113,1996062318,287N,764E,20
113,1996062400,289N,767E,20
113,1996062406,291N,770E,20
113,1996062412,292N,773E,15
113,1996062418,294N,777E,15
113,1996062500,295N,781E,15
113,1996062506,296N,786E,15
113,1996062512,297N,792E,15
114,1996061100,82N,878E,15
114,1996061106,85N,877E,20
114,1996061112,88N,876E,20
114,1996061118,93N,874E,20
114,1996061200,99N,869E,25
114,1996061206,104N,862E,30
114,1996061212,109N,855E,35
114,1996061218,115N,846E,40
114,1996061300,122N,837E,45
114,1996061306,128N,829E,45
114,1996061312,134N,823E,45
114,1996061318,139N,819E,45
114,1996061400,141N,818E,45
114,1996061406,145N,818E,45
114,1996061412,151N,821E,45
114,1996061418,158N,826E,45
114,1996061500,164N,830E,45
114,1996061506,168N,833E,45
114,1996061512,172N,836E,45
114,1996061518,175N,837E,45
114,1996061600,178N,837E,45
114,1996061606,180N,835E,45
114,1996061612,182N,831E,45
114,1996061618,183N,827E,40
114,1996061700,184N,822E,35
114,1996061706,185N,816E,30
114,1996061712,188N,812E,30
114,1996061718,193N,810E,25
114,1996061800,198N,809E,25
114,1996061806,204N,808E,25
114,1996061812,213N,807E,25
114,1996061818,221N,807E,25
115,1996110100,150N,973E,15
115,1996110106,157N,965E,15
115,1996110112,159N,960E,15
115,1996110118,162N,952E,15
115,1996110200,164N,943E,15
115,1996110206,164N,935E,15
115,1996110212,164N,929E,15
115,1996110218,162N,921E,15
115,1996110300,161N,914E,20
115,1996110306,160N,908E,20
115,1996110312,160N,902E,25
115,1996110318,160N,895E,25
115,1996110400,160N,888E,30
115,1996110406,160N,883E,35
115,1996110412,161N,877E,40
115,1996110418,160N,870E,50
115,1996110500,160N,863E,60
115,1996110506,160N,856E,65
115,1996110512,160N,849E,75
115,1996110518,160N,841E,85
115,1996110600,160N,836E,100
115,1996110606,162N,829E,115
115,1996110612,165N,824E,115
115,1996110618,168N,817E,115
115,1996110700,173N,808E,80
115,1996110706,175N,796E,50
115,1996110712,176N,788E,30
115,1996110718,178N,777E,20
116,1996112612,89N,923E,20
116,1996112618,92N,913E,20
116,1996112700,94N,903E,25
116,1996112706,96N,892E,25
116,1996112712,100N,879E,25
116,1996112718,104N,868E,25
116,1996112800,111N,859E,30
116,1996112806,117N,853E,35
116,1996112812,124N,849E,35
116,1996112818,130N,846E,40
116,1996112900,136N,844E,45
116,1996112906,141N,844E,45
116,1996112912,146N,848E,45
116,1996112918,150N,857E,45
116,1996113000,153N,869E,45
116,1996113006,153N,879E,50
116,1996113012,151N,888E,55
116,1996113018,147N,892E,55
116,1996120100,143N,890E,55
116,1996120106,140N,886E,55
116,1996120112,139N,881E,55
116,1996120118,139N,876E,50
116,1996120200,139N,871E,50
116,1996120206,139N,866E,45
116,1996120212,139N,861E,45
116,1996120218,140N,855E,50
116,1996120300,141N,849E,55
116,1996120306,142N,843E,60
116,1996120312,142N,838E,60
